dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,date,hour,wind_gust
2022-02-20 00:00:00,10.28,9.22,1023,71,5.26,0.0,0,10000,7.2,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-20,0,
2022-02-20 01:00:00,10.18,9.08,1023,70,4.96,0.0,0,10000,4.63,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-20,1,
2022-02-20 02:00:00,10.03,8.86,1023,68,4.4,0.0,0,10000,5.66,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-20,2,
2022-02-20 03:00:00,10.06,8.82,1023,65,3.79,0.0,0,10000,4.63,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-20,3,
2022-02-20 04:00:00,10.11,8.64,1021,56,1.74,0.0,0,10000,3.6,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-20,4,
2022-02-20 05:00:00,9.71,7.84,1023,58,1.85,0.0,0,10000,3.6,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-20,5,
2022-02-20 06:00:00,9.19,8.2,1023,61,2.07,0.0,0,10000,2.06,80,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-20,6,
2022-02-20 07:00:00,9.38,6.96,1023,57,1.3,0.0,0,10000,4.63,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-20,7,
2022-02-20 08:00:00,10.0,7.35,1024,53,0.87,0.19,0,10000,5.66,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-20,8,
2022-02-20 09:00:00,12.15,10.6,1025,45,0.58,0.7,0,10000,6.69,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-20,9,
2022-02-20 10:00:00,14.11,12.57,1025,38,0.02,1.61,0,10000,5.66,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-20,10,
2022-02-20 11:00:00,14.82,13.3,1026,36,-0.08,2.57,0,10000,6.69,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-20,11,
