dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,rain,date,hour
2022-11-24 00:00:00,16.21,16.26,1018,91,14.74,0.0,75,10000,5.36,180,7.15,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-11-24,0
2022-11-24 01:00:00,16.21,16.26,1019,91,14.74,0.0,75,10000,4.02,292,7.6,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-11-24,1
2022-11-24 02:00:00,16.43,16.48,1018,90,14.79,0.0,75,8000,9.83,247,11.62,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",,2022-11-24,2
2022-11-24 03:00:00,16.85,16.99,1017,92,15.54,0.0,75,10000,9.39,180,16.09,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",,2022-11-24,3
2022-11-24 04:00:00,16.85,16.99,1017,92,15.54,0.0,75,10000,14.75,247,17.88,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",,2022-11-24,4
2022-11-24 05:00:00,17.49,17.49,1018,84,14.76,0.0,75,10000,4.63,210,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-11-24,5
2022-11-24 06:00:00,17.08,17.19,1016,90,15.43,0.0,75,10000,16.99,247,17.88,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-11-24,6
2022-11-24 07:00:00,17.48,17.76,1018,95,16.67,0.0,75,10000,6.69,210,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-11-24,7
2022-11-24 08:00:00,17.43,17.5,1017,87,15.24,0.0,75,10000,10.73,270,16.09,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-11-24,8
2022-11-24 09:00:00,17.93,18.0,1017,85,15.37,0.26,75,10000,17.43,225,20.12,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-11-24,9
2022-11-24 10:00:00,18.61,18.9,1019,91,17.11,0.28,75,10000,5.66,210,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-11-24,10
2022-11-24 11:00:00,19.05,19.33,1019,89,17.2,0.51,75,10000,6.69,210,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-11-24,11
2022-11-24 12:00:00,18.02,18.12,1017,86,15.64,0.67,75,6000,8.49,292,26.38,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",{'1h': 0.65},2022-11-24,12
2022-11-24 13:00:00,17.3,17.44,1017,90,15.65,1.75,75,9000,12.07,315,16.09,"[{'id': 310, 'main': 'Drizzle', 'description': 'light intensity drizzle rain', 'icon': '09d'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.24},2022-11-24,13
2022-11-24 14:00:00,17.27,17.38,1017,89,15.44,1.43,75,10000,4.63,280,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-11-24,14
2022-11-24 15:00:00,18.02,18.07,1017,84,15.28,0.87,75,10000,3.6,250,,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",,2022-11-24,15
