dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,rain,date,hour
2022-03-12 00:00:00,10.41,9.62,1014,81,7.29,0.0,0,10000,1.54,120,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-03-12,0
2022-03-12 01:00:00,10.16,9.42,1014,84,7.58,0.0,0,10000,1.03,150,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-03-12,1
2022-03-12 02:00:00,10.23,9.5,1013,84,7.65,0.0,0,10000,2.06,230,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-03-12,2
2022-03-12 03:00:00,9.85,8.97,1013,86,7.62,0.0,0,10000,2.06,140,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-03-12,3
2022-03-12 04:00:00,10.41,9.73,1012,85,8.0,0.0,0,10000,2.57,140,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-03-12,4
2022-03-12 05:00:00,11.24,10.61,1012,84,8.64,0.0,20,8000,2.57,150,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-03-12,5
2022-03-12 06:00:00,11.51,10.88,1012,83,8.73,0.0,40,10000,3.09,100,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-03-12,6
2022-03-12 07:00:00,12.14,11.68,1013,87,10.04,0.0,75,8000,3.09,210,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-03-12,7
2022-03-12 08:00:00,13.01,12.59,1013,85,10.55,0.19,75,9000,4.47,302,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",7.15,{'1h': 0.27},2022-03-12,8
2022-03-12 09:00:00,14.03,13.63,1013,82,11.01,0.56,75,10000,5.81,304,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",10.28,,2022-03-12,9
2022-03-12 10:00:00,14.74,14.36,1013,80,11.33,1.61,40,10000,6.17,220,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-03-12,10
2022-03-12 11:00:00,15.44,15.0,1012,75,11.04,2.46,40,10000,8.75,220,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-03-12,11
2022-03-12 12:00:00,15.55,15.09,1012,74,10.94,3.04,75,10000,8.75,210,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-03-12,12
2022-03-12 13:00:00,15.17,14.81,1011,79,11.56,1.4,75,4500,9.26,210,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",,,2022-03-12,13
2022-03-12 14:00:00,14.74,14.44,1010,83,11.89,1.19,75,4000,9.26,210,"[{'id': 310, 'main': 'Drizzle', 'description': 'light intensity drizzle rain', 'icon': '09d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",,{'1h': 0.24},2022-03-12,14
2022-03-12 15:00:00,14.08,13.84,1010,88,12.12,0.83,75,8000,9.39,270,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",13.41,{'1h': 0.24},2022-03-12,15
2022-03-12 16:00:00,14.18,13.98,1010,89,12.39,0.51,75,5000,9.83,325,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",16.54,{'1h': 0.65},2022-03-12,16
2022-03-12 17:00:00,14.28,14.11,1010,90,12.66,0.19,75,7000,7.2,220,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",,{'1h': 0.36},2022-03-12,17
2022-03-12 18:00:00,14.24,14.07,1010,90,12.62,0.03,75,8000,7.72,230,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",,{'1h': 0.42},2022-03-12,18
2022-03-12 19:00:00,13.98,13.71,1010,87,11.85,0.0,20,10000,6.69,260,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.27},2022-03-12,19
2022-03-12 20:00:00,13.53,13.21,1010,87,11.41,0.0,20,10000,5.14,280,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",10.29,,2022-03-12,20
2022-03-12 21:00:00,13.2,12.77,1010,84,10.56,0.0,40,10000,3.58,276,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",4.92,,2022-03-12,21
2022-03-12 22:00:00,13.04,12.59,1011,84,10.4,0.0,40,10000,4.63,270,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-03-12,22
2022-03-12 23:00:00,12.81,12.31,1011,83,10.0,0.0,40,10000,4.47,305,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",7.6,,2022-03-12,23
2022-03-13 00:00:00,12.28,11.7,1011,82,9.3,0.0,20,10000,3.6,300,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-03-13,0
2022-03-13 01:00:00,12.12,11.48,1011,80,8.78,0.0,20,10000,3.13,238,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",4.47,,2022-03-13,1
2022-03-13 02:00:00,11.53,10.78,1012,78,7.83,0.0,20,10000,3.6,310,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-03-13,2
2022-03-13 03:00:00,11.2,10.44,1011,79,7.7,0.0,20,10000,3.6,310,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-03-13,3
2022-03-13 04:00:00,10.53,9.75,1011,81,7.41,0.0,20,10000,2.06,300,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-03-13,4
2022-03-13 05:00:00,9.79,9.37,1011,83,7.04,0.0,20,10000,1.54,290,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-03-13,5
2022-03-13 06:00:00,9.63,8.71,1012,84,7.06,0.0,20,10000,2.06,310,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-03-13,6
2022-03-13 07:00:00,9.2,8.21,1013,82,6.29,0.0,20,10000,2.06,200,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-03-13,7
2022-03-13 08:00:00,10.28,9.53,1013,83,7.52,0.39,20,10000,2.57,330,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-03-13,8
2022-03-13 09:00:00,13.21,12.39,1017,69,7.65,1.19,0,10000,1.03,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,2022-03-13,9
2022-03-13 10:00:00,14.09,13.28,1017,66,7.84,2.18,20,10000,3.09,280,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-03-13,10
2022-03-13 11:00:00,14.46,13.55,1013,61,7.04,3.33,40,10000,3.6,240,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-03-13,11
2022-03-13 12:00:00,15.04,14.22,1013,62,7.83,4.1,40,10000,4.63,220,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-03-13,12
2022-03-13 13:00:00,15.76,14.88,1012,57,7.27,4.06,20,10000,4.63,210,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-03-13,13
2022-03-13 14:00:00,15.83,14.96,1011,57,7.34,3.47,20,10000,5.14,220,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-03-13,14
2022-03-13 15:00:00,15.52,14.67,1010,59,7.55,2.42,20,10000,6.17,220,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-03-13,15
2022-03-13 16:00:00,14.79,13.94,1009,62,7.59,1.18,20,10000,7.72,210,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-03-13,16
2022-03-13 17:00:00,14.58,13.74,1009,63,7.62,0.44,20,10000,5.14,220,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-03-13,17
2022-03-13 18:00:00,14.0,13.18,1008,66,7.76,0.08,20,10000,5.14,200,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-03-13,18
2022-03-13 19:00:00,13.26,12.42,1007,68,7.49,0.0,20,10000,4.63,210,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-03-13,19
2022-03-13 20:00:00,12.95,12.1,1007,69,7.41,0.0,20,10000,3.6,210,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-03-13,20
2022-03-13 21:00:00,12.83,12.02,1006,71,7.71,0.0,20,10000,4.12,220,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-03-13,21
2022-03-13 22:00:00,12.59,11.78,1006,72,7.68,0.0,20,10000,3.09,210,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-03-13,22
2022-03-13 23:00:00,12.46,11.64,1006,72,7.56,0.0,20,10000,3.09,140,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-03-13,23
