dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,date,hour
2022-02-21 00:00:00,11.74,10.93,1025,75,7.46,0.0,0,10000,4.12,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-02-21,0
2022-02-21 01:00:00,11.29,10.51,1024,78,7.6,0.0,0,10000,2.57,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-02-21,1
2022-02-21 02:00:00,12.11,11.33,1025,75,7.82,0.0,0,10000,6.69,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-02-21,2
2022-02-21 03:00:00,11.93,11.22,1025,78,8.22,0.0,20,10000,6.69,340,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-02-21,3
2022-02-21 04:00:00,11.81,11.03,1024,76,7.72,0.0,0,10000,4.63,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-02-21,4
2022-02-21 05:00:00,11.58,10.8,1024,77,7.69,0.0,0,10000,4.12,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-02-21,5
2022-02-21 06:00:00,11.13,10.36,1024,79,7.63,0.0,0,10000,2.24,65,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",4.02,2022-02-21,6
2022-02-21 07:00:00,10.7,9.86,1024,78,7.03,0.0,0,10000,7.2,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-02-21,7
2022-02-21 08:00:00,10.84,9.99,1025,77,6.97,0.2,0,10000,8.75,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-02-21,8
2022-02-21 09:00:00,12.04,11.26,1029,75,7.75,0.75,0,10000,8.23,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-02-21,9
