dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,rain,date,hour
2022-07-13 00:00:00,25.79,25.57,1015,44,12.63,0.0,0,10000,4.02,225,4.02,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-07-13,0
2022-07-13 01:00:00,25.13,24.9,1016,46,12.71,0.0,0,10000,4.02,315,4.02,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-07-13,1
2022-07-13 02:00:00,25.76,25.57,1015,45,12.94,0.0,0,10000,3.09,120,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-07-13,2
2022-07-13 03:00:00,24.37,24.22,1015,52,13.89,0.0,0,10000,3.6,60,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-07-13,3
2022-07-13 04:00:00,25.36,25.07,1016,43,11.89,0.0,0,10000,2.68,180,2.68,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-07-13,4
2022-07-13 05:00:00,24.78,24.51,1016,46,12.39,0.0,0,10000,2.24,360,3.13,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-07-13,5
2022-07-13 06:00:00,25.68,25.32,1017,39,10.7,0.11,0,10000,2.57,60,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-13,6
2022-07-13 07:00:00,27.04,26.7,1017,36,10.71,0.37,0,10000,3.13,135,4.02,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.18},2022-07-13,7
2022-07-13 08:00:00,26.7,26.65,1016,40,11.99,1.03,20,10000,5.14,70,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.24},2022-07-13,8
2022-07-13 09:00:00,28.55,28.09,1016,39,13.26,2.08,0,10000,4.12,30,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-13,9
2022-07-13 10:00:00,29.68,29.12,1017,38,13.86,5.31,0,10000,3.6,360,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-13,10
2022-07-13 11:00:00,32.92,31.64,1017,28,12.01,7.17,0,10000,5.14,360,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-13,11
2022-07-13 12:00:00,35.34,34.18,1017,25,12.33,8.36,0,10000,4.63,10,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-13,12
2022-07-13 13:00:00,37.51,35.49,1016,17,8.34,6.34,0,10000,4.47,157,12.07,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-13,13
2022-07-13 14:00:00,39.07,37.13,1016,16,8.69,5.65,0,10000,4.12,150,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-13,14
2022-07-13 15:00:00,38.61,36.59,1015,16,8.32,4.36,0,10000,3.09,0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-13,15
2022-07-13 16:00:00,36.12,35.64,1015,27,14.17,4.0,0,10000,3.6,160,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-13,16
2022-07-13 17:00:00,35.79,34.77,1014,25,12.71,2.11,0,10000,13.86,225,23.69,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-13,17
