dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,rain,date,hour,wind_gust
2022-03-08 00:00:00,11.9,11.39,1009,86,9.64,0.0,75,5000,5.66,210,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",{'1h': 0.21},2022-03-08,0,
2022-03-08 01:00:00,11.75,11.1,1010,81,8.6,0.0,40,10000,5.14,260,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,2022-03-08,1,
2022-03-08 02:00:00,11.53,10.8,1010,79,8.02,0.0,20,10000,4.63,310,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-03-08,2,
2022-03-08 03:00:00,11.46,10.62,1011,75,7.19,0.0,40,10000,4.63,210,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,2022-03-08,3,
2022-03-08 04:00:00,11.2,10.26,1011,72,6.35,0.0,20,10000,3.6,300,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-03-08,4,
2022-03-08 05:00:00,10.6,9.62,1011,73,5.97,0.0,20,10000,2.57,280,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-03-08,5,
2022-03-08 06:00:00,10.39,9.44,1012,75,6.16,0.0,75,10000,2.57,270,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-03-08,6,
2022-03-08 07:00:00,10.49,9.58,1013,76,6.44,0.0,20,10000,2.06,250,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-03-08,7,
2022-03-08 08:00:00,10.61,9.74,1014,77,6.75,0.3,20,10000,2.06,250,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-03-08,8,
2022-03-08 09:00:00,12.35,11.55,1014,73,7.65,0.97,20,10000,2.06,240,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-03-08,9,
2022-03-08 10:00:00,14.36,13.52,1015,64,7.65,2.03,20,10000,2.57,240,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-03-08,10,
2022-03-08 11:00:00,15.01,14.19,1015,62,7.8,3.12,20,10000,4.63,240,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-03-08,11,
2022-03-08 12:00:00,15.28,14.53,1016,64,8.52,3.87,20,10000,5.14,220,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-03-08,12,
2022-03-08 13:00:00,14.47,13.93,1016,75,10.1,4.46,40,8000,5.66,240,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.13},2022-03-08,13,
2022-03-08 14:00:00,15.37,14.76,1015,69,9.72,3.79,40,10000,6.69,230,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-03-08,14,
2022-03-08 15:00:00,15.72,15.12,1015,68,9.84,2.61,40,10000,6.17,230,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-03-08,15,
2022-03-08 16:00:00,15.48,14.94,1015,71,10.25,1.39,40,10000,5.66,230,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-03-08,16,
2022-03-08 17:00:00,15.35,14.74,1015,69,9.7,0.49,20,10000,5.66,230,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-03-08,17,
2022-03-08 18:00:00,14.94,14.32,1015,70,9.52,0.0,20,10000,5.14,230,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-03-08,18,
2022-03-08 19:00:00,13.42,12.8,1016,76,9.28,0.0,20,10000,3.6,230,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-03-08,19,
2022-03-08 20:00:00,13.12,12.6,1016,81,9.94,0.0,20,10000,2.57,240,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-03-08,20,
2022-03-08 21:00:00,13.11,12.67,1016,84,10.47,0.0,20,10000,3.09,220,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-03-08,21,
2022-03-08 22:00:00,13.29,12.84,1016,83,10.47,0.0,20,10000,3.09,210,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-03-08,22,
