dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,date,hour
2022-09-25 00:00:00,17.29,17.06,1014,76,13.02,0.0,0,10000,12.96,157,16.54,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-25,0
2022-09-25 01:00:00,17.28,17.05,1014,76,13.01,0.0,0,10000,7.6,315,13.86,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-25,1
2022-09-25 02:00:00,17.23,17.02,1015,77,13.17,0.0,0,10000,7.72,340,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-25,2
2022-09-25 03:00:00,16.28,16.05,1013,80,12.83,0.0,0,10000,8.49,360,13.86,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-25,3
2022-09-25 04:00:00,16.26,15.98,1013,78,12.42,0.0,0,10000,8.23,340,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-25,4
2022-09-25 05:00:00,16.37,16.07,1014,77,12.33,0.0,20,10000,9.26,350,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-09-25,5
2022-09-25 06:00:00,15.49,15.13,1013,78,11.68,0.0,20,10000,9.77,360,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-09-25,6
2022-09-25 07:00:00,15.56,15.18,1013,77,11.55,0.0,20,10000,11.32,360,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-25,7
2022-09-25 08:00:00,16.71,16.34,1013,73,11.85,0.45,20,10000,10.8,360,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-25,8
2022-09-25 09:00:00,17.49,17.12,1014,70,11.96,1.37,20,10000,10.8,350,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-25,9
2022-09-25 10:00:00,19.77,19.29,1013,57,11.02,2.7,20,10000,9.77,340,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-25,10
2022-09-25 11:00:00,20.68,20.19,1014,53,10.77,4.11,20,10000,9.26,340,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-25,11
2022-09-25 12:00:00,21.61,21.05,1012,47,9.83,5.05,0,10000,21.9,360,21.9,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-09-25,12
2022-09-25 13:00:00,22.21,21.74,1013,48,10.69,5.07,20,10000,10.8,340,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-25,13
2022-09-25 14:00:00,22.47,22.08,1012,50,11.54,4.34,20,10000,10.8,340,15.95,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-25,14
2022-09-25 15:00:00,21.86,21.38,1011,49,10.68,3.04,20,10000,13.86,360,19.22,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-25,15
2022-09-25 16:00:00,21.62,21.2,1012,52,11.35,1.62,20,10000,12.86,340,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-25,16
2022-09-25 17:00:00,20.62,20.17,1011,55,11.27,0.62,20,10000,11.83,350,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-25,17
2022-09-25 18:00:00,19.21,18.81,1011,62,11.76,0.12,20,10000,9.77,340,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-25,18
2022-09-25 19:00:00,17.92,17.49,1011,66,11.48,0.0,20,10000,20.12,360,20.12,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-09-25,19
2022-09-25 20:00:00,17.4,17.08,1012,72,12.31,0.0,0,10000,16.99,112,20.12,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-25,20
2022-09-25 21:00:00,17.29,17.03,1012,75,12.82,0.0,0,10000,9.39,360,20.12,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-25,21
2022-09-25 22:00:00,17.29,17.06,1013,76,13.02,0.0,0,10000,6.26,3,10.73,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-25,22
2022-09-25 23:00:00,17.31,17.08,1013,76,13.04,0.0,0,10000,7.15,360,10.73,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-25,23
2022-09-26 00:00:00,17.39,17.25,1014,79,13.71,0.0,0,10000,5.81,318,9.83,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-26,0
2022-09-26 01:00:00,17.37,17.17,1013,77,13.3,0.0,0,10000,6.69,330,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-26,1
2022-09-26 02:00:00,17.49,17.17,1013,72,12.39,0.0,0,10000,6.17,330,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-26,2
2022-09-26 03:00:00,16.83,16.47,1013,73,11.97,0.0,0,10000,4.63,310,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-26,3
2022-09-26 04:00:00,16.35,15.87,1012,70,10.87,0.0,0,10000,4.12,310,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-26,4
2022-09-26 05:00:00,16.08,15.52,1012,68,10.18,0.0,0,10000,3.09,320,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-26,5
2022-09-26 06:00:00,15.44,14.97,1014,74,10.83,0.0,0,10000,6.17,360,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-26,6
2022-09-26 07:00:00,15.41,14.78,1013,68,9.54,0.0,0,10000,5.66,10,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-09-26,7
2022-09-26 08:00:00,16.44,15.86,1014,66,10.08,0.44,0,10000,5.14,20,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-09-26,8
2022-09-26 09:00:00,18.65,18.03,1015,56,9.71,1.33,0,10000,5.36,135,6.71,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-09-26,9
2022-09-26 10:00:00,21.22,20.65,1015,48,9.78,2.72,0,10000,5.81,135,5.81,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-09-26,10
2022-09-26 11:00:00,22.22,21.7,1015,46,10.06,4.16,0,10000,5.81,135,9.39,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-09-26,11
2022-09-26 12:00:00,23.88,23.37,1015,40,9.48,5.11,0,10000,8.49,135,8.49,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-09-26,12
2022-09-26 13:00:00,24.54,23.91,1015,33,7.23,5.48,0,10000,6.17,330,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-09-26,13
2022-09-26 14:00:00,24.77,24.06,1015,29,5.55,4.68,20,10000,8.75,340,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-26,14
2022-09-26 15:00:00,24.63,24.01,1016,33,7.3,3.27,0,10000,9.26,340,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-09-26,15
2022-09-26 16:00:00,23.63,22.83,1016,30,5.06,1.78,0,10000,10.8,350,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-09-26,16
2022-09-26 17:00:00,22.71,21.98,1017,36,6.89,0.66,0,10000,9.77,350,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-09-26,17
2022-09-26 18:00:00,20.59,20.01,1016,50,9.82,0.12,0,10000,10.29,350,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-09-26,18
2022-09-26 19:00:00,18.65,18.03,1016,56,9.71,0.0,0,10000,9.77,350,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-26,19
2022-09-26 20:00:00,18.0,17.45,1017,61,10.38,0.0,0,10000,10.29,350,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-26,20
2022-09-26 21:00:00,17.38,16.82,1017,63,10.27,0.0,0,10000,6.17,320,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-26,21
2022-09-26 22:00:00,17.27,16.88,1018,70,11.75,0.0,0,10000,8.23,330,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-26,22
2022-09-26 23:00:00,17.05,16.77,1020,75,12.59,0.0,0,10000,7.72,330,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-26,23
