dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,rain,date,hour
2022-09-29 00:00:00,17.96,17.98,1019,83,15.03,0.0,75,10000,3.6,330,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-09-29,0
2022-09-29 01:00:00,17.27,17.17,1016,81,13.98,0.0,20,10000,3.09,330,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-09-29,1
2022-09-29 02:00:00,17.45,17.47,1017,85,14.9,0.0,75,10000,3.6,320,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-09-29,2
2022-09-29 03:00:00,17.37,17.36,1017,84,14.64,0.0,40,10000,4.12,330,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-09-29,3
2022-09-29 04:00:00,16.66,16.5,1015,81,13.39,0.0,20,10000,4.92,135,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",4.92,,2022-09-29,4
2022-09-29 05:00:00,16.38,16.11,1015,78,12.54,0.0,20,10000,3.6,330,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-09-29,5
2022-09-29 06:00:00,17.01,16.83,1016,79,13.35,0.0,75,10000,4.12,320,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-09-29,6
2022-09-29 07:00:00,16.64,16.45,1015,80,13.18,0.0,20,10000,5.36,135,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",8.05,,2022-09-29,7
2022-09-29 08:00:00,17.4,17.26,1013,79,13.72,0.21,40,10000,6.71,360,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",8.49,,2022-09-29,8
2022-09-29 09:00:00,17.97,17.94,1014,81,14.66,0.66,40,10000,6.71,292,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}]",7.6,,2022-09-29,9
2022-09-29 10:00:00,18.61,18.67,1014,82,15.48,2.36,75,10000,4.63,260,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}]",,,2022-09-29,10
2022-09-29 11:00:00,18.7,18.85,1013,85,16.13,3.64,75,4000,6.17,260,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",,,2022-09-29,11
2022-09-29 12:00:00,19.24,19.49,1012,87,17.02,4.5,75,8000,8.05,315,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",10.28,,2022-09-29,12
