dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,date,hour,rain
2022-05-14 00:00:00,21.31,21.04,1012,59,12.98,0.0,0,10000,1.54,260,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-05-14,0,
2022-05-14 01:00:00,20.89,20.6,1012,60,12.84,0.0,0,10000,0.51,180,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-05-14,1,
2022-05-14 02:00:00,20.68,20.45,1010,63,13.39,0.0,0,10000,1.54,70,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-05-14,2,
2022-05-14 03:00:00,20.98,20.57,1009,55,11.61,0.0,0,10000,0.89,222,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",1.34,2022-05-14,3,
2022-05-14 04:00:00,20.07,19.73,1009,61,12.32,0.0,0,10000,0.89,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",1.79,2022-05-14,4,
2022-05-14 05:00:00,20.24,19.91,1009,61,12.48,0.0,0,10000,1.03,100,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-05-14,5,
2022-05-14 06:00:00,19.07,18.86,1010,70,13.48,0.0,0,10000,0.89,162,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",1.34,2022-05-14,6,
2022-05-14 07:00:00,20.58,20.47,1011,68,14.47,0.52,0,10000,2.06,270,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-05-14,7,
2022-05-14 08:00:00,21.71,21.48,1011,59,13.36,1.53,0,10000,4.63,230,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-05-14,8,
2022-05-14 09:00:00,22.68,22.47,1010,56,13.46,3.21,0,10000,4.12,270,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-05-14,9,
2022-05-14 10:00:00,23.94,23.75,1010,52,13.49,5.32,0,10000,3.6,220,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-05-14,10,
2022-05-14 11:00:00,24.67,24.52,1010,51,13.87,7.28,0,10000,5.81,218,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",8.94,2022-05-14,11,
2022-05-14 12:00:00,24.45,24.33,1010,53,14.26,8.51,0,10000,6.26,311,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",10.73,2022-05-14,12,
2022-05-14 13:00:00,24.2,24.16,1014,57,15.15,8.69,0,10000,6.69,210,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-05-14,13,
2022-05-14 14:00:00,22.42,22.36,1008,63,15.04,7.71,20,10000,6.69,220,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-05-14,14,
2022-05-14 15:00:00,22.14,22.13,1013,66,15.49,5.89,20,10000,8.23,210,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-05-14,15,
2022-05-14 16:00:00,21.02,21.01,1009,70,15.34,3.72,40,10000,9.26,210,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-05-14,16,
2022-05-14 17:00:00,20.22,20.07,1009,68,14.13,1.9,40,10000,8.75,210,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-05-14,17,
2022-05-14 18:00:00,19.19,19.07,1009,73,14.24,0.72,20,10000,8.23,220,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-05-14,18,
