dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,rain,wind_gust,date,hour
2022-12-11 00:00:00,14.08,14.05,1008,96,13.45,0.0,75,6000,4.12,170,"[{'id': 311, 'main': 'Drizzle', 'description': 'drizzle rain', 'icon': '09n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.24},,2022-12-11,0
2022-12-11 01:00:00,14.64,14.67,1005,96,14.01,0.0,75,6000,7.72,170,"[{'id': 311, 'main': 'Drizzle', 'description': 'drizzle rain', 'icon': '09n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.42},,2022-12-11,1
2022-12-11 02:00:00,17.13,17.38,1004,95,16.32,0.0,75,4000,9.26,220,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",{'1h': 1},15.95,2022-12-11,2
2022-12-11 03:00:00,17.97,18.3,1003,95,17.16,0.0,75,8000,13.89,220,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,19.03,2022-12-11,3
2022-12-11 04:00:00,18.17,18.52,1003,95,17.36,0.0,75,10000,11.32,240,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,18.52,2022-12-11,4
2022-12-11 05:00:00,18.36,18.71,1003,94,17.38,0.0,75,6000,10.29,240,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,16.98,2022-12-11,5
2022-12-11 06:00:00,18.24,18.6,1003,95,17.43,0.0,75,10000,9.26,250,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-12-11,6
2022-12-11 07:00:00,17.7,18.01,1004,95,16.89,0.0,75,10000,8.23,250,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",,,2022-12-11,7
2022-12-11 08:00:00,17.34,17.64,1005,96,16.7,0.0,75,3000,8.75,260,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",,13.89,2022-12-11,8
2022-12-11 09:00:00,18.1,18.39,1006,93,16.95,0.18,75,10000,7.72,260,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,13.89,2022-12-11,9
2022-12-11 10:00:00,18.18,18.48,1007,93,17.03,0.69,75,10000,8.23,260,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-12-11,10
2022-12-11 11:00:00,18.84,19.1,1008,89,16.99,1.25,75,10000,7.2,270,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,12.35,2022-12-11,11
2022-12-11 12:00:00,18.54,18.72,1009,87,16.34,1.67,40,10000,8.23,270,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-12-11,12
2022-12-11 13:00:00,18.24,18.39,1009,87,16.04,1.84,75,10000,7.2,270,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-12-11,13
2022-12-11 14:00:00,18.54,18.75,1009,88,16.52,1.46,40,10000,6.17,270,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-12-11,14
