dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,date,hour
2022-04-17 00:00:00,14.24,13.36,1016,63,7.3,0.0,0,10000,3.13,297,4.92,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-04-17,0
2022-04-17 01:00:00,13.96,13.0,1016,61,6.57,0.0,0,10000,3.6,320,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-04-17,1
2022-04-17 02:00:00,13.32,12.46,1015,67,7.33,0.0,0,10000,4.63,320,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-04-17,2
2022-04-17 03:00:00,12.38,11.63,1015,75,8.08,0.0,0,10000,3.09,340,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-04-17,3
2022-04-17 04:00:00,11.89,11.2,1015,79,8.37,0.0,20,10000,4.02,321,5.81,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-04-17,4
2022-04-17 05:00:00,11.71,11.05,1015,81,8.56,0.0,20,10000,5.14,330,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-04-17,5
2022-04-17 06:00:00,11.71,11.03,1016,80,8.38,0.0,20,10000,10.8,360,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-04-17,6
2022-04-17 07:00:00,12.31,11.63,1016,78,8.59,0.25,20,10000,9.26,350,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-04-17,7
2022-04-17 08:00:00,13.35,12.65,1016,73,8.62,1.0,20,10000,7.2,360,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-04-17,8
2022-04-17 09:00:00,14.7,14.03,1020,69,9.08,2.38,20,10000,6.17,360,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-04-17,9
