dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,date,hour,rain
2022-12-06 00:00:00,12.31,11.74,1013,82,9.33,0.0,20,10000,2.06,270,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2022-12-06,0,
2022-12-06 01:00:00,12.27,11.75,1014,84,9.65,0.0,20,10000,2.68,270,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",5.36,2022-12-06,1,
2022-12-06 02:00:00,12.37,11.88,1014,85,9.92,0.0,20,10000,2.06,310,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2022-12-06,2,
2022-12-06 03:00:00,12.35,11.83,1015,84,9.73,0.0,20,10000,2.06,300,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2022-12-06,3,
2022-12-06 04:00:00,12.43,11.9,1016,83,9.63,0.0,20,10000,2.57,320,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-12-06,4,
2022-12-06 05:00:00,11.19,10.85,1014,95,10.42,0.0,20,10000,1.79,299,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",2.24,2022-12-06,5,
2022-12-06 06:00:00,10.81,10.24,1016,88,8.9,0.0,20,10000,2.24,258,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",3.13,2022-12-06,6,
2022-12-06 07:00:00,12.4,12.02,1017,89,10.64,0.0,20,10000,1.54,290,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-12-06,7,
2022-12-06 08:00:00,11.82,11.43,1017,91,10.4,0.0,20,10000,1.54,0,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",,2022-12-06,8,
2022-12-06 09:00:00,13.12,12.81,1018,89,11.35,0.22,20,10000,1.79,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",1.79,2022-12-06,9,
2022-12-06 10:00:00,13.69,13.33,1018,85,11.22,0.71,20,10000,1.54,70,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-12-06,10,
2022-12-06 11:00:00,14.74,14.36,1018,80,11.33,1.27,20,10000,2.06,0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-12-06,11,
2022-12-06 12:00:00,16.24,16.03,1017,81,12.98,1.7,40,10000,2.06,0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-12-06,12,
