dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,date,hour
2022-11-26 00:00:00,11.28,10.79,1028,89,9.54,0.0,0,10000,2.06,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-11-26,0
2022-11-26 01:00:00,10.14,9.43,1027,85,7.74,0.0,0,10000,3.09,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-11-26,1
2022-11-26 02:00:00,10.22,9.52,1027,85,7.81,0.0,0,10000,4.02,135,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",4.47,2022-11-26,2
2022-11-26 03:00:00,10.08,9.31,1027,83,7.33,0.0,0,10000,4.12,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-11-26,3
2022-11-26 04:00:00,9.14,6.94,1027,85,6.75,0.0,0,10000,4.02,135,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",4.02,2022-11-26,4
2022-11-26 05:00:00,9.43,6.74,1027,83,6.69,0.0,0,10000,5.36,135,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",5.36,2022-11-26,5
2022-11-26 06:00:00,8.94,6.13,1027,82,6.04,0.0,0,10000,5.36,135,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",5.81,2022-11-26,6
2022-11-26 07:00:00,8.58,6.25,1027,82,5.69,0.0,0,10000,4.02,135,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",5.81,2022-11-26,7
2022-11-26 08:00:00,8.55,6.42,1027,83,5.83,0.0,0,10000,3.6,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-11-26,8
2022-11-26 09:00:00,10.57,9.75,1028,79,7.09,0.35,0,10000,4.63,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-11-26,9
2022-11-26 10:00:00,11.0,10.19,1028,78,7.32,0.99,0,10000,5.36,135,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",5.81,2022-11-26,10
