dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,pop,rain,date,hour
2022-03-20 15:00:00,12.57,11.97,1011,80,9.22,1.08,75,4068,8.83,130,13.15,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",1.0,{'1h': 3.58},2022-03-20,15
2022-03-20 16:00:00,12.72,12.16,1011,81,9.55,0.51,80,10000,7.92,133,12.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",1.0,{'1h': 0.18},2022-03-20,16
2022-03-20 17:00:00,12.85,12.33,1011,82,9.86,0.2,85,10000,6.09,139,9.66,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0.8,,2022-03-20,17
2022-03-20 18:00:00,12.49,12.04,1010,86,10.21,0.04,90,10000,3.85,137,7.24,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",1.0,{'1h': 0.91},2022-03-20,18
2022-03-20 19:00:00,12.23,11.81,1010,88,10.3,0.0,95,10000,2.61,118,5.81,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",0.93,{'1h': 0.48},2022-03-20,19
2022-03-20 20:00:00,11.93,11.48,1011,88,10.29,0.0,100,10000,2.26,123,5.44,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",1.0,{'1h': 0.16},2022-03-20,20
2022-03-20 21:00:00,11.63,11.15,1012,88,9.9,0.0,100,10000,2.29,134,6.53,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",1.0,{'1h': 0.12},2022-03-20,21
2022-03-20 22:00:00,11.47,10.97,1012,88,9.8,0.0,100,10000,2.98,138,7.62,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.8,,2022-03-20,22
2022-03-20 23:00:00,11.12,10.61,1012,89,9.69,0.0,100,10000,3.73,131,8.87,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.76,,2022-03-20,23
2022-03-21 00:00:00,10.46,9.96,1012,92,9.56,0.0,100,10000,4.66,119,9.04,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.76,,2022-03-21,0
2022-03-21 01:00:00,9.97,7.47,1012,95,9.49,0.0,100,10000,5.21,112,9.09,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.53,,2022-03-21,1
2022-03-21 02:00:00,10.21,9.79,1012,96,9.88,0.0,100,7046,4.35,107,7.96,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",0.62,{'1h': 0.27},2022-03-21,2
2022-03-21 03:00:00,10.85,10.42,1011,93,10.08,0.0,100,10000,2.56,134,5.79,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",0.66,{'1h': 0.44},2022-03-21,3
2022-03-21 04:00:00,10.72,10.28,1011,93,9.84,0.0,100,8479,2.84,129,7.4,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",0.74,{'1h': 0.58},2022-03-21,4
2022-03-21 05:00:00,10.67,10.3,1011,96,10.29,0.0,98,6176,3.81,108,8.37,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",0.74,{'1h': 1.1},2022-03-21,5
2022-03-21 06:00:00,11.24,10.93,1010,96,10.93,0.0,99,2365,4.04,132,7.74,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",0.78,{'1h': 1.8},2022-03-21,6
2022-03-21 07:00:00,11.69,11.37,1010,94,10.97,0.0,98,10000,3.94,142,6.9,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",0.69,{'1h': 1.37},2022-03-21,7
2022-03-21 08:00:00,12.17,11.87,1011,93,11.27,0.44,97,10000,2.75,136,4.34,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",0.72,{'1h': 0.35},2022-03-21,8
2022-03-21 09:00:00,13.55,13.18,1012,85,11.35,1.25,72,10000,1.47,165,2.6,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",0.87,{'1h': 0.32},2022-03-21,9
2022-03-21 10:00:00,14.65,14.18,1012,77,11.01,2.72,58,10000,1.56,261,2.77,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",0.84,{'1h': 0.14},2022-03-21,10
2022-03-21 11:00:00,15.66,15.08,1012,69,10.18,4.06,48,10000,3.06,264,4.06,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0.8,,2022-03-21,11
2022-03-21 12:00:00,16.3,15.55,1012,60,8.88,4.96,40,10000,4.01,258,5.22,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0.8,,2022-03-21,12
2022-03-21 13:00:00,16.39,15.6,1012,58,8.33,4.92,1,10000,4.91,258,6.21,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0.12,,2022-03-21,13
2022-03-21 14:00:00,16.02,15.24,1013,60,8.61,4.23,1,10000,5.55,257,6.93,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0.08,,2022-03-21,14
2022-03-21 15:00:00,15.35,14.59,1013,63,8.77,2.99,0,10000,5.85,258,7.73,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0.08,,2022-03-21,15
2022-03-21 16:00:00,14.93,14.15,1013,64,8.45,1.74,0,10000,5.42,268,7.76,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0.08,,2022-03-21,16
2022-03-21 17:00:00,14.5,13.73,1014,66,8.44,0.69,0,10000,4.75,272,7.29,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0.06,,2022-03-21,17
2022-03-21 18:00:00,13.52,12.81,1014,72,8.76,0.15,1,10000,4.26,275,6.8,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0.06,,2022-03-21,18
2022-03-21 19:00:00,12.46,11.8,1015,78,9.08,0.0,85,10000,3.12,274,5.93,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2022-03-21,19
2022-03-21 20:00:00,12.27,11.64,1016,80,9.23,0.0,93,10000,2.77,263,5.46,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2022-03-21,20
