dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,pop,rain,date,hour
2022-06-22 15:00:00,20.56,20.16,1012,57,11.75,6.42,20,10000,5.39,265,5.49,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",0.0,,2022-06-22,15
2022-06-22 16:00:00,20.57,20.14,1012,56,11.5,4.07,25,10000,5.09,265,5.12,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0.0,,2022-06-22,16
2022-06-22 17:00:00,20.41,20.02,1012,58,11.88,2.2,34,10000,4.74,267,4.88,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0.0,,2022-06-22,17
2022-06-22 18:00:00,19.88,19.49,1013,60,11.89,0.9,46,10000,4.65,273,4.73,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0.0,,2022-06-22,18
2022-06-22 19:00:00,19.0,18.65,1014,65,12.28,0.23,84,10000,4.28,280,4.56,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.07,,2022-06-22,19
2022-06-22 20:00:00,17.64,17.31,1014,71,12.61,0.0,99,10000,3.94,280,4.88,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0.14,,2022-06-22,20
2022-06-22 21:00:00,17.14,16.82,1015,73,12.65,0.0,99,10000,3.49,275,4.65,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.14,,2022-06-22,21
2022-06-22 22:00:00,16.89,16.57,1015,74,12.62,0.0,97,10000,3.09,268,4.32,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.14,,2022-06-22,22
2022-06-22 23:00:00,16.63,16.33,1015,76,12.68,0.0,87,10000,2.76,265,4.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.14,,2022-06-22,23
2022-06-23 00:00:00,16.46,16.2,1015,78,12.8,0.0,74,10000,2.49,265,3.75,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.14,,2022-06-23,0
2022-06-23 01:00:00,16.29,16.04,1015,79,12.94,0.0,8,10000,2.18,264,3.52,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0.01,,2022-06-23,1
2022-06-23 02:00:00,16.03,15.8,1014,81,13.05,0.0,7,10000,2.04,264,3.35,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0.0,,2022-06-23,2
2022-06-23 03:00:00,15.86,15.67,1014,83,13.17,0.0,8,10000,1.71,266,2.97,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0.0,,2022-06-23,3
2022-06-23 04:00:00,15.68,15.5,1014,84,13.22,0.0,9,10000,1.42,259,2.34,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0.0,,2022-06-23,4
2022-06-23 05:00:00,15.54,15.37,1014,85,13.27,0.0,10,10000,1.45,240,2.06,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0.0,,2022-06-23,5
2022-06-23 06:00:00,15.88,15.72,1015,84,13.41,0.16,12,10000,1.3,240,2.09,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",0.04,,2022-06-23,6
