dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,pop,date,hour
2022-08-30 15:00:00,24.08,23.77,1017,47,12.08,4.97,20,10000,6.42,312,6.06,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",0,2022-08-30,15
2022-08-30 16:00:00,23.9,23.57,1017,47,11.91,2.9,16,10000,6.4,315,6.5,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",0,2022-08-30,16
2022-08-30 17:00:00,23.4,23.08,1017,49,12.09,1.29,12,10000,6.05,318,6.81,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",0,2022-08-30,17
2022-08-30 18:00:00,22.35,22.02,1018,53,12.31,0.37,8,10000,6.04,324,7.36,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-08-30,18
2022-08-30 19:00:00,20.66,20.37,1019,61,12.88,0.0,4,10000,5.44,327,7.79,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-08-30,19
2022-08-30 20:00:00,18.92,18.72,1020,71,13.74,0.0,4,10000,5.12,327,8.33,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-08-30,20
2022-08-30 21:00:00,18.4,18.25,1020,75,14.21,0.0,27,10000,4.84,332,8.58,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",0,2022-08-30,21
2022-08-30 22:00:00,18.15,17.98,1020,75,13.87,0.0,34,10000,3.31,340,6.46,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",0,2022-08-30,22
2022-08-30 23:00:00,17.71,17.57,1020,78,14.05,0.0,30,10000,3.63,330,7.26,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",0,2022-08-30,23
2022-08-31 00:00:00,17.51,17.38,1020,79,14.05,0.0,25,10000,3.24,332,7.25,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",0,2022-08-31,0
2022-08-31 01:00:00,17.36,17.24,1020,80,14.05,0.0,0,10000,3.18,333,7.45,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-08-31,1
2022-08-31 02:00:00,17.25,17.12,1019,80,14.07,0.0,0,10000,2.81,337,7.1,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-08-31,2
2022-08-31 03:00:00,17.15,17.04,1019,81,14.22,0.0,0,10000,2.2,335,5.93,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-08-31,3
2022-08-31 04:00:00,17.02,16.97,1019,84,14.47,0.0,0,10000,2.14,332,5.72,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-08-31,4
2022-08-31 05:00:00,16.91,16.9,1019,86,14.83,0.0,0,10000,2.42,323,6.23,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-08-31,5
2022-08-31 06:00:00,16.88,16.9,1019,87,15.04,0.0,0,10000,2.64,327,6.91,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-08-31,6
2022-08-31 07:00:00,17.5,17.52,1020,85,15.3,0.22,0,10000,2.63,330,7.14,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-08-31,7
2022-08-31 08:00:00,19.16,19.12,1020,76,15.05,0.98,2,10000,3.8,336,6.96,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-08-31,8
2022-08-31 09:00:00,20.72,20.54,1020,65,14.26,2.46,3,10000,3.74,341,5.56,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-08-31,9
2022-08-31 10:00:00,22.4,22.18,1020,57,13.6,4.33,4,10000,3.81,338,5.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-08-31,10
2022-08-31 11:00:00,23.69,23.45,1020,51,13.2,6.23,4,10000,4.21,330,4.94,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-08-31,11
2022-08-31 12:00:00,24.76,24.54,1019,48,13.0,7.47,4,10000,4.61,325,4.96,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-08-31,12
2022-08-31 13:00:00,25.33,25.12,1019,46,12.91,7.54,10,10000,5.33,322,5.5,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-08-31,13
2022-08-31 14:00:00,25.3,25.09,1018,46,12.89,6.57,12,10000,5.85,321,5.82,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",0,2022-08-31,14
2022-08-31 15:00:00,25.03,24.79,1018,46,12.77,4.8,25,10000,6.06,321,6.16,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0,2022-08-31,15
2022-08-31 16:00:00,24.09,23.83,1018,49,12.96,2.85,36,10000,6.23,323,6.89,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0,2022-08-31,16
2022-08-31 17:00:00,23.06,22.83,1018,54,13.29,1.26,31,10000,6.39,327,7.9,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0,2022-08-31,17
2022-08-31 18:00:00,21.59,21.37,1018,60,13.77,0.36,27,10000,6.33,333,8.82,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0,2022-08-31,18
2022-08-31 19:00:00,20.17,20.02,1018,68,14.36,0.0,0,10000,5.52,336,9.48,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-08-31,19
2022-08-31 20:00:00,19.27,19.18,1018,74,14.62,0.0,2,10000,5.06,341,10.11,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-08-31,20
2022-08-31 21:00:00,18.71,18.65,1018,77,14.77,0.0,5,10000,4.41,346,10.2,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-08-31,21
2022-08-31 22:00:00,18.52,18.44,1018,77,14.64,0.0,28,10000,3.49,343,8.73,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",0,2022-08-31,22
2022-08-31 23:00:00,18.23,18.15,1018,78,14.57,0.0,33,10000,2.45,326,6.45,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",0,2022-08-31,23
2022-09-01 00:00:00,17.94,17.88,1018,80,14.63,0.0,27,10000,2.57,320,6.53,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",0,2022-09-01,0
2022-09-01 01:00:00,17.6,17.56,1017,82,14.74,0.0,0,10000,3.09,337,8.06,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-09-01,1
2022-09-01 02:00:00,17.43,17.37,1017,82,14.59,0.0,0,10000,2.27,329,6.73,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-09-01,2
2022-09-01 03:00:00,17.22,17.14,1017,82,14.46,0.0,0,10000,2.28,325,6.18,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-09-01,3
2022-09-01 04:00:00,17.2,17.09,1016,81,14.13,0.0,1,10000,3.02,339,7.99,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-09-01,4
2022-09-01 05:00:00,17.11,16.99,1016,81,13.99,0.0,1,10000,2.96,340,8.12,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-09-01,5
2022-09-01 06:00:00,17.02,16.89,1016,81,13.81,0.0,1,10000,2.29,340,6.7,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-09-01,6
2022-09-01 07:00:00,17.45,17.29,1017,78,13.89,0.22,0,10000,1.67,334,5.57,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-09-01,7
2022-09-01 08:00:00,19.18,18.93,1017,68,13.41,0.95,0,10000,1.79,330,4.36,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-09-01,8
2022-09-01 09:00:00,21.03,20.76,1017,60,13.0,2.41,2,10000,2.64,333,4.48,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-09-01,9
2022-09-01 10:00:00,22.8,22.52,1017,53,12.98,4.28,4,10000,3.47,334,4.71,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-09-01,10
2022-09-01 11:00:00,24.27,24.03,1017,49,12.98,6.17,7,10000,4.08,323,4.72,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-09-01,11
2022-09-01 12:00:00,24.98,24.76,1016,47,12.92,7.41,17,10000,5.02,321,5.41,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",0,2022-09-01,12
2022-09-01 13:00:00,25.17,24.97,1016,47,13.11,6.98,100,10000,5.81,318,6.29,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0,2022-09-01,13
