dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,pop,rain,date,hour
2021-11-30 15:00:00,15.22,14.49,1025,65,8.69,1.01,20,10000,0.33,60,0.85,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",0.0,,2021-11-30,15
2021-11-30 16:00:00,15.18,14.4,1025,63,8.19,0.42,23,10000,0.27,4,1.08,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",0.0,,2021-11-30,16
2021-11-30 17:00:00,14.8,13.98,1025,63,7.83,0.0,26,10000,0.5,270,0.78,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0.0,,2021-11-30,17
2021-11-30 18:00:00,14.13,13.35,1026,67,8.1,0.0,27,10000,0.76,286,0.92,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",0.0,,2021-11-30,18
2021-11-30 19:00:00,13.41,12.61,1027,69,7.85,0.0,17,10000,1.27,332,1.6,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",0.0,,2021-11-30,19
2021-11-30 20:00:00,12.53,11.72,1027,72,7.79,0.0,16,10000,1.24,358,1.46,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",0.0,,2021-11-30,20
2021-11-30 21:00:00,12.12,11.29,1027,73,7.6,0.0,12,10000,1.21,10,1.28,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",0.0,,2021-11-30,21
2021-11-30 22:00:00,11.8,10.94,1027,73,7.38,0.0,10,10000,1.36,16,1.34,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0.0,,2021-11-30,22
2021-11-30 23:00:00,11.5,10.61,1027,73,7.17,0.0,9,10000,1.25,23,1.27,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0.0,,2021-11-30,23
2021-12-01 00:00:00,11.27,10.38,1027,74,6.99,0.0,8,10000,1.09,24,1.15,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0.0,,2021-12-01,0
2021-12-01 01:00:00,11.03,10.12,1027,74,6.86,0.0,3,10000,1.04,26,1.12,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0.0,,2021-12-01,1
2021-12-01 02:00:00,10.81,9.9,1026,75,6.85,0.0,2,10000,1.04,12,1.11,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0.0,,2021-12-01,2
2021-12-01 03:00:00,10.62,9.72,1026,76,6.84,0.0,1,10000,0.85,9,1.01,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0.0,,2021-12-01,3
2021-12-01 04:00:00,10.43,9.54,1026,77,6.89,0.0,2,10000,1.15,353,1.21,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0.0,,2021-12-01,4
2021-12-01 05:00:00,10.28,9.43,1026,79,6.97,0.0,2,10000,0.64,356,0.82,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0.0,,2021-12-01,5
2021-12-01 06:00:00,10.16,9.32,1026,80,7.02,0.0,3,10000,0.66,343,0.81,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0.0,,2021-12-01,6
2021-12-01 07:00:00,10.1,9.28,1026,81,7.23,0.0,11,10000,0.75,328,0.84,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",0.0,,2021-12-01,7
2021-12-01 08:00:00,10.23,9.42,1027,81,7.44,0.0,32,10000,1.04,331,1.21,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0.0,,2021-12-01,8
2021-12-01 09:00:00,11.43,10.64,1026,77,7.73,0.28,37,10000,0.75,261,1.15,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0.0,,2021-12-01,9
2021-12-01 10:00:00,12.9,12.1,1026,71,8.02,0.82,53,10000,2.01,309,4.16,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.0,,2021-12-01,10
2021-12-01 11:00:00,14.21,13.46,1027,68,8.68,1.46,62,10000,3.08,307,5.35,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.0,,2021-12-01,11
2021-12-01 12:00:00,15.22,14.6,1026,69,9.81,1.95,61,10000,4.45,311,6.83,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.0,,2021-12-01,12
2021-12-01 13:00:00,15.59,15.06,1025,71,10.55,1.75,36,10000,4.75,303,6.84,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0.11,,2021-12-01,13
2021-12-01 14:00:00,15.4,14.95,1024,75,11.15,1.41,45,10000,5.22,298,7.63,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0.15,,2021-12-01,14
2021-12-01 15:00:00,14.88,14.51,1023,80,11.77,0.85,55,10000,5.63,297,8.18,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.12,,2021-12-01,15
2021-12-01 16:00:00,14.67,14.28,1023,80,11.62,0.39,66,10000,5.32,318,8.78,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",0.24,{'1h': 0.11},2021-12-01,16
2021-12-01 17:00:00,13.8,13.4,1023,83,11.35,0.0,71,10000,5.17,314,9.06,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.0,,2021-12-01,17
2021-12-01 18:00:00,13.56,13.19,1023,85,11.45,0.0,76,10000,5.13,314,10.28,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.04,,2021-12-01,18
2021-12-01 19:00:00,13.47,13.12,1023,86,11.42,0.0,100,10000,6.54,332,10.95,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.08,,2021-12-01,19
2021-12-01 20:00:00,13.03,12.43,1024,78,9.5,0.0,100,10000,6.55,341,11.31,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.11,,2021-12-01,20
2021-12-01 21:00:00,12.52,11.81,1023,76,8.59,0.0,100,10000,5.82,337,10.42,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2021-12-01,21
2021-12-01 22:00:00,12.33,11.58,1023,75,8.25,0.0,100,10000,5.64,340,10.28,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2021-12-01,22
2021-12-01 23:00:00,12.13,11.36,1023,75,8.02,0.0,100,10000,5.17,337,9.89,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2021-12-01,23
2021-12-02 00:00:00,11.99,11.2,1023,75,8.07,0.0,100,10000,5.41,338,10.46,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2021-12-02,0
2021-12-02 01:00:00,11.93,11.08,1022,73,7.65,0.0,100,10000,6.19,335,11.45,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.11,,2021-12-02,1
2021-12-02 02:00:00,12.02,11.08,1021,69,6.79,0.0,100,10000,6.89,333,11.85,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2021-12-02,2
2021-12-02 03:00:00,11.87,10.99,1021,72,7.18,0.0,82,10000,6.85,329,12.32,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.0,,2021-12-02,3
2021-12-02 04:00:00,11.89,11.04,1021,73,7.48,0.0,69,10000,7.08,332,12.96,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.04,,2021-12-02,4
2021-12-02 05:00:00,12.1,11.3,1020,74,7.79,0.0,67,10000,7.58,336,13.1,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",0.36,{'1h': 0.16},2021-12-02,5
2021-12-02 06:00:00,11.91,11.04,1020,72,7.23,0.0,69,10000,7.58,342,13.7,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.18,,2021-12-02,6
2021-12-02 07:00:00,11.86,11.01,1020,73,7.46,0.0,99,10000,7.65,345,13.92,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.54,,2021-12-02,7
2021-12-02 08:00:00,11.71,10.87,1021,74,7.55,0.0,99,10000,7.21,348,14.21,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0.55,,2021-12-02,8
2021-12-02 09:00:00,11.89,11.04,1022,73,7.57,0.23,100,10000,7.08,349,13.57,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",0.61,{'1h': 0.11},2021-12-02,9
2021-12-02 10:00:00,12.6,11.74,1022,70,7.53,0.81,98,10000,7.48,352,14.4,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0.56,,2021-12-02,10
2021-12-02 11:00:00,13.59,12.57,1022,60,6.26,1.45,80,10000,8.37,352,15.75,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.47,,2021-12-02,11
2021-12-02 12:00:00,14.0,12.79,1022,51,4.41,1.94,66,10000,8.7,351,14.66,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.43,,2021-12-02,12
2021-12-02 13:00:00,14.14,12.86,1021,48,3.63,2.15,1,10000,8.81,352,13.85,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0.0,,2021-12-02,13
2021-12-02 14:00:00,14.15,12.87,1021,48,3.39,1.72,1,10000,8.74,353,13.52,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0.0,,2021-12-02,14
