dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,pop,date,hour
2022-03-30 15:00:00,16.08,15.23,1005,57,7.57,0,40,10000,8.12,318,11.34,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0.0,2022-03-30,15
2022-03-30 16:00:00,15.91,15.1,1006,59,7.92,0,32,10000,7.76,318,10.82,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0.0,2022-03-30,16
2022-03-30 17:00:00,15.5,14.75,1007,63,8.5,0,26,10000,7.05,316,10.21,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0.0,2022-03-30,17
2022-03-30 18:00:00,14.78,14.12,1009,69,9.16,0,20,10000,5.95,315,9.66,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",0.0,2022-03-30,18
2022-03-30 19:00:00,13.42,12.91,1010,80,10.04,0,25,10000,4.83,313,8.95,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",0.17,2022-03-30,19
2022-03-30 20:00:00,12.47,12.04,1012,87,10.65,0,60,10000,4.07,311,8.1,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.11,2022-03-30,20
2022-03-30 21:00:00,12.35,11.94,1012,88,10.7,0,73,10000,3.51,315,7.5,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.0,2022-03-30,21
2022-03-30 22:00:00,12.29,11.87,1012,88,10.51,0,80,10000,3.53,316,7.66,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.0,2022-03-30,22
2022-03-30 23:00:00,12.04,11.6,1012,88,10.41,0,84,10000,3.49,317,7.73,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.0,2022-03-30,23
2022-03-31 00:00:00,11.68,11.23,1012,89,10.2,0,84,10000,3.64,327,8.33,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.0,2022-03-31,0
2022-03-31 01:00:00,11.28,10.79,1012,89,9.81,0,1,10000,2.94,325,7.13,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0.0,2022-03-31,1
