dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,pop,date,hour
2022-12-26 15:00:00,18.01,17.75,1024,72,12.89,0.76,40,10000,1.23,155,2.34,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0,2022-12-26,15
2022-12-26 16:00:00,17.77,17.51,1024,73,12.87,0.32,33,10000,0.57,159,1.64,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0,2022-12-26,16
2022-12-26 17:00:00,17.01,16.78,1025,77,12.95,0.0,31,10000,0.72,118,1.01,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0,2022-12-26,17
2022-12-26 18:00:00,16.11,15.89,1026,81,12.85,0.0,35,10000,0.56,89,0.7,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",0,2022-12-26,18
2022-12-26 19:00:00,15.23,15.0,1026,84,12.55,0.0,88,10000,0.96,62,1.01,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0,2022-12-26,19
2022-12-26 20:00:00,14.26,14.01,1028,87,12.4,0.0,100,10000,1.24,46,1.24,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0,2022-12-26,20
2022-12-26 21:00:00,14.0,13.73,1028,87,12.24,0.0,100,10000,1.49,51,1.51,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0,2022-12-26,21
2022-12-26 22:00:00,13.68,13.4,1029,88,12.02,0.0,100,10000,1.55,59,1.54,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0,2022-12-26,22
2022-12-26 23:00:00,13.37,13.09,1029,89,11.9,0.0,93,10000,1.78,59,1.79,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0,2022-12-26,23
2022-12-27 00:00:00,13.07,12.78,1029,90,11.81,0.0,88,10000,1.84,57,1.91,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0,2022-12-27,0
2022-12-27 01:00:00,12.77,12.48,1029,91,11.67,0.0,34,10000,1.68,57,1.75,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",0,2022-12-27,1
2022-12-27 02:00:00,12.58,12.27,1029,91,11.47,0.0,50,10000,1.62,41,1.61,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",0,2022-12-27,2
2022-12-27 03:00:00,12.35,12.04,1029,92,11.3,0.0,62,10000,1.79,45,1.85,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0,2022-12-27,3
2022-12-27 04:00:00,12.11,11.78,1029,92,11.11,0.0,62,10000,1.79,36,1.86,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0,2022-12-27,4
2022-12-27 05:00:00,11.89,11.54,1029,92,10.87,0.0,56,10000,1.73,26,1.85,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0,2022-12-27,5
2022-12-27 06:00:00,11.71,11.34,1029,92,10.66,0.0,49,10000,1.92,45,2.04,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",0,2022-12-27,6
2022-12-27 07:00:00,11.48,11.09,1030,92,10.55,0.0,7,10000,1.85,53,1.98,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-12-27,7
2022-12-27 08:00:00,11.3,10.89,1030,92,10.42,0.0,35,10000,1.83,52,1.94,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0,2022-12-27,8
2022-12-27 09:00:00,11.97,11.55,1030,89,10.49,0.21,57,10000,1.76,43,2.01,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0,2022-12-27,9
2022-12-27 10:00:00,13.25,12.8,1031,83,10.68,0.63,67,10000,1.61,29,2.02,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0,2022-12-27,10
2022-12-27 11:00:00,14.67,14.18,1031,76,10.73,1.13,57,10000,1.48,34,1.8,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0,2022-12-27,11
2022-12-27 12:00:00,15.83,15.32,1031,71,10.79,1.5,49,10000,1.18,12,1.72,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0,2022-12-27,12
2022-12-27 13:00:00,16.65,16.12,1030,67,10.66,1.57,9,10000,0.83,4,1.45,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-12-27,13
2022-12-27 14:00:00,17.11,16.57,1029,65,10.58,1.26,11,10000,0.92,335,1.55,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",0,2022-12-27,14
2022-12-27 15:00:00,17.1,16.56,1028,65,10.6,0.77,41,10000,0.92,334,1.42,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0,2022-12-27,15
2022-12-27 16:00:00,16.6,16.12,1028,69,11.18,0.32,51,10000,1.57,341,2.22,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0,2022-12-27,16
2022-12-27 17:00:00,15.16,14.77,1028,78,11.68,0.0,45,10000,1.79,351,2.71,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0,2022-12-27,17
2022-12-27 18:00:00,14.09,13.75,1028,84,11.72,0.0,39,10000,1.62,356,2.27,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",0,2022-12-27,18
