dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,pop,date,hour
2022-09-01 15:00:00,25.31,25.15,1015,48,13.52,4.27,20,10000,5.91,314,6.57,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",0,2022-09-01,15
2022-09-01 16:00:00,24.96,24.84,1015,51,14.13,2.61,36,10000,6.05,315,7.11,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0,2022-09-01,16
2022-09-01 17:00:00,24.21,24.12,1015,55,14.61,1.15,51,10000,5.55,315,7.01,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0,2022-09-01,17
2022-09-01 18:00:00,22.99,22.96,1016,62,15.32,0.32,67,10000,5.33,319,7.23,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0,2022-09-01,18
2022-09-01 19:00:00,21.17,21.17,1017,70,15.49,0.0,84,10000,4.67,319,7.29,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0,2022-09-01,19
2022-09-01 20:00:00,19.4,19.48,1017,80,16.18,0.0,100,10000,4.38,319,7.41,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0,2022-09-01,20
2022-09-01 21:00:00,18.96,19.13,1018,85,16.66,0.0,70,10000,4.63,328,8.62,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0,2022-09-01,21
2022-09-01 22:00:00,18.72,18.92,1017,87,16.71,0.0,55,10000,3.97,333,8.27,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0,2022-09-01,22
2022-09-01 23:00:00,18.47,18.64,1017,87,16.59,0.0,50,10000,3.39,335,7.31,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",0,2022-09-01,23
2022-09-02 00:00:00,18.31,18.49,1017,88,16.54,0.0,51,10000,2.8,323,6.13,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0,2022-09-02,0
2022-09-02 01:00:00,18.09,18.28,1017,89,16.57,0.0,20,10000,2.61,312,5.34,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",0,2022-09-02,1
2022-09-02 02:00:00,17.85,18.04,1017,90,16.49,0.0,53,10000,2.85,318,6.18,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0,2022-09-02,2
2022-09-02 03:00:00,17.81,18.0,1017,90,16.32,0.0,69,10000,2.21,317,4.76,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0,2022-09-02,3
2022-09-02 04:00:00,17.56,17.75,1017,91,16.29,0.0,60,10000,2.11,316,5.18,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0,2022-09-02,4
2022-09-02 05:00:00,17.44,17.62,1017,91,16.25,0.0,54,10000,2.17,317,5.61,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0,2022-09-02,5
2022-09-02 06:00:00,17.34,17.53,1017,92,16.33,0.0,59,10000,1.88,317,5.03,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0,2022-09-02,6
2022-09-02 07:00:00,17.92,18.12,1017,90,16.44,0.21,100,10000,1.97,317,4.93,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0,2022-09-02,7
2022-09-02 08:00:00,19.21,19.3,1017,81,16.03,0.9,91,10000,2.58,318,4.2,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0,2022-09-02,8
2022-09-02 09:00:00,20.53,20.49,1017,71,15.26,2.31,94,10000,3.07,320,4.56,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0,2022-09-02,9
2022-09-02 10:00:00,21.68,21.57,1017,64,14.71,4.08,95,10000,3.45,320,4.83,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0,2022-09-02,10
2022-09-02 11:00:00,22.66,22.5,1017,58,14.22,5.89,96,10000,3.95,309,5.03,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0,2022-09-02,11
2022-09-02 12:00:00,23.28,23.13,1017,56,14.01,7.08,97,10000,4.33,299,5.12,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0,2022-09-02,12
2022-09-02 13:00:00,23.85,23.7,1017,54,14.04,6.72,100,10000,4.95,296,5.6,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0,2022-09-02,13
2022-09-02 14:00:00,23.7,23.54,1016,54,13.97,5.84,100,10000,5.51,302,6.19,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0,2022-09-02,14
2022-09-02 15:00:00,23.23,23.07,1016,56,14.04,4.26,100,10000,5.63,309,6.6,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0,2022-09-02,15
2022-09-02 16:00:00,22.48,22.32,1016,59,14.23,2.54,100,10000,5.62,314,6.98,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0,2022-09-02,16
2022-09-02 17:00:00,21.65,21.52,1016,63,14.55,1.12,100,10000,5.6,318,7.21,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0,2022-09-02,17
2022-09-02 18:00:00,20.62,20.51,1016,68,14.84,0.31,100,10000,5.26,321,7.21,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0,2022-09-02,18
2022-09-02 19:00:00,19.73,19.69,1016,74,15.19,0.0,100,10000,4.72,326,7.3,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0,2022-09-02,19
2022-09-02 20:00:00,19.0,19.02,1016,79,15.41,0.0,100,10000,4.27,334,7.25,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0,2022-09-02,20
2022-09-02 21:00:00,18.58,18.61,1017,81,15.57,0.0,100,10000,3.71,336,6.77,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0,2022-09-02,21
2022-09-02 22:00:00,18.46,18.53,1017,83,15.59,0.0,100,10000,3.55,334,6.88,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0,2022-09-02,22
2022-09-02 23:00:00,18.15,18.21,1016,84,15.68,0.0,100,10000,3.43,332,6.93,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0,2022-09-02,23
2022-09-03 00:00:00,18.0,18.07,1016,85,15.67,0.0,100,10000,3.44,329,7.15,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0,2022-09-03,0
2022-09-03 01:00:00,17.76,17.84,1016,86,15.73,0.0,34,10000,3.13,323,6.98,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",0,2022-09-03,1
2022-09-03 02:00:00,17.57,17.65,1016,87,15.72,0.0,20,10000,2.89,319,6.82,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",0,2022-09-03,2
2022-09-03 03:00:00,17.5,17.6,1015,88,15.69,0.0,14,10000,2.46,316,6.36,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",0,2022-09-03,3
2022-09-03 04:00:00,17.41,17.48,1015,87,15.53,0.0,10,10000,1.8,323,5.36,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-09-03,4
2022-09-03 05:00:00,17.22,17.24,1015,86,15.06,0.0,8,10000,1.73,338,5.22,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-09-03,5
2022-09-03 06:00:00,16.98,16.95,1015,85,14.59,0.0,7,10000,1.95,342,5.63,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-09-03,6
2022-09-03 07:00:00,17.23,17.18,1016,83,14.45,0.19,0,10000,2.49,336,6.39,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-09-03,7
2022-09-03 08:00:00,18.54,18.38,1016,74,14.02,0.83,0,10000,3.52,337,5.65,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-09-03,8
