dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,pop,date,hour
2022-08-21 15:00:00,27.07,26.97,1018,41,12.7,5.51,20,10000,8.53,341,11.26,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",0,2022-08-21,15
2022-08-21 16:00:00,26.87,26.87,1018,42,12.89,3.38,16,10000,8.62,343,12.08,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",0,2022-08-21,16
2022-08-21 17:00:00,26.17,26.17,1018,45,13.31,1.57,12,10000,8.52,345,12.64,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",0,2022-08-21,17
2022-08-21 18:00:00,24.84,24.84,1017,56,15.47,0.48,9,10000,8.38,347,13.17,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-08-21,18
2022-08-21 19:00:00,22.73,22.91,1017,71,17.2,0.0,4,10000,7.2,344,13.78,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-08-21,19
2022-08-21 20:00:00,20.6,20.88,1018,83,17.96,0.0,4,10000,6.89,343,14.34,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-08-21,20
2022-08-21 21:00:00,20.23,20.48,1018,83,17.43,0.0,5,10000,6.53,344,14.24,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-08-21,21
2022-08-21 22:00:00,19.88,20.09,1018,83,17.1,0.0,4,10000,6.0,344,13.89,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-08-21,22
2022-08-21 23:00:00,19.61,19.79,1017,83,16.82,0.0,4,10000,5.82,344,13.71,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-08-21,23
2022-08-22 00:00:00,19.36,19.49,1017,82,16.47,0.0,3,10000,5.45,344,13.53,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-08-22,0
2022-08-22 01:00:00,19.11,19.19,1016,81,16.0,0.0,0,10000,5.47,342,14.17,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-08-22,1
2022-08-22 02:00:00,18.83,18.91,1016,82,15.89,0.0,0,10000,5.62,342,14.88,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-08-22,2
2022-08-22 03:00:00,18.53,18.61,1015,83,15.88,0.0,0,10000,5.33,343,14.18,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-08-22,3
2022-08-22 04:00:00,18.41,18.5,1015,84,16.01,0.0,0,10000,5.24,345,14.04,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-08-22,4
2022-08-22 05:00:00,18.46,18.53,1014,83,15.85,0.0,0,10000,5.08,347,13.86,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-08-22,5
2022-08-22 06:00:00,18.29,18.34,1015,83,15.69,0.0,0,10000,4.61,349,12.12,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-08-22,6
2022-08-22 07:00:00,18.73,18.77,1015,81,15.64,0.25,0,10000,4.76,352,11.21,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-08-22,7
2022-08-22 08:00:00,20.32,20.29,1015,72,15.39,0.96,0,10000,4.92,355,9.62,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-08-22,8
2022-08-22 09:00:00,22.68,22.62,1014,62,15.25,2.27,0,10000,5.29,354,8.33,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-08-22,9
2022-08-22 10:00:00,24.81,24.76,1014,54,14.99,4.97,0,10000,5.0,350,7.27,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-08-22,10
