dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,pop,rain,date,hour
2022-12-18 15:00:00,15.76,15.3,1025,73,10.94,0.89,75,10000,5.91,169,9.63,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.0,,2022-12-18,15
2022-12-18 16:00:00,15.79,15.33,1024,73,10.97,0.37,80,10000,5.87,174,9.58,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.0,,2022-12-18,16
2022-12-18 17:00:00,15.75,15.26,1024,72,10.72,0.0,85,10000,5.43,175,9.16,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0.0,,2022-12-18,17
2022-12-18 18:00:00,15.57,15.14,1023,75,11.16,0.0,90,10000,5.17,176,9.27,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2022-12-18,18
2022-12-18 19:00:00,15.38,14.96,1023,76,11.18,0.0,95,10000,5.4,171,9.56,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2022-12-18,19
2022-12-18 20:00:00,15.18,14.79,1022,78,11.68,0.0,100,10000,5.32,168,9.63,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2022-12-18,20
2022-12-18 21:00:00,14.92,14.58,1022,81,12.03,0.0,100,10000,5.41,164,10.07,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2022-12-18,21
2022-12-18 22:00:00,14.66,14.37,1022,84,12.27,0.0,100,10000,5.42,161,10.28,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2022-12-18,22
2022-12-18 23:00:00,14.73,14.45,1022,84,12.3,0.0,100,10000,5.6,162,10.8,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2022-12-18,23
2022-12-19 00:00:00,14.6,14.36,1022,86,12.56,0.0,100,10000,5.68,164,11.11,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2022-12-19,0
2022-12-19 01:00:00,14.31,14.09,1022,88,12.71,0.0,100,10000,5.67,158,11.13,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2022-12-19,1
2022-12-19 02:00:00,13.85,13.69,1021,92,12.78,0.0,100,10000,5.14,154,10.96,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2022-12-19,2
