dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,pop,rain,date,hour
2021-12-23 15:00:00,15.88,15.48,1012,75,11.46,0.76,20,10000,2.34,240,4.31,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",0.0,,2021-12-23,15
2021-12-23 16:00:00,15.66,15.27,1013,76,11.45,0.33,36,10000,2.51,229,4.69,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",0.0,,2021-12-23,16
2021-12-23 17:00:00,15.1,14.75,1013,80,11.68,0.0,52,10000,2.18,216,3.96,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.0,,2021-12-23,17
2021-12-23 18:00:00,14.27,13.97,1014,85,11.79,0.0,68,10000,2.14,219,4.17,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.0,,2021-12-23,18
2021-12-23 19:00:00,13.59,13.3,1015,88,11.64,0.0,84,10000,2.46,207,5.52,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.0,,2021-12-23,19
2021-12-23 20:00:00,12.94,12.64,1016,90,11.58,0.0,100,10000,2.46,195,5.24,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2021-12-23,20
2021-12-23 21:00:00,12.73,12.41,1016,90,11.44,0.0,100,10000,2.51,191,5.82,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2021-12-23,21
2021-12-23 22:00:00,12.55,12.24,1016,91,11.31,0.0,100,10000,2.63,187,6.24,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2021-12-23,22
2021-12-23 23:00:00,12.47,12.15,1015,91,11.3,0.0,100,10000,2.71,190,6.62,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2021-12-23,23
2021-12-24 00:00:00,12.42,12.12,1015,92,11.35,0.0,100,10000,2.82,190,7.06,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2021-12-24,0
2021-12-24 01:00:00,12.37,12.06,1014,92,11.44,0.0,100,10000,2.98,185,7.4,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2021-12-24,1
2021-12-24 02:00:00,12.32,12.04,1014,93,11.54,0.0,96,10000,3.01,185,7.48,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2021-12-24,2
2021-12-24 03:00:00,12.31,12.02,1013,93,11.52,0.0,72,10000,3.01,184,7.7,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.0,,2021-12-24,3
2021-12-24 04:00:00,12.42,12.15,1013,93,11.58,0.0,77,10000,3.25,193,8.14,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.0,,2021-12-24,4
2021-12-24 05:00:00,12.64,12.34,1013,91,11.59,0.0,82,10000,3.81,198,8.68,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.13,,2021-12-24,5
2021-12-24 06:00:00,12.61,12.3,1012,91,11.47,0.0,83,10000,3.54,198,8.18,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.21,,2021-12-24,6
2021-12-24 07:00:00,12.53,12.24,1012,92,11.49,0.0,81,10000,3.45,193,8.44,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.33,,2021-12-24,7
2021-12-24 08:00:00,12.35,12.04,1012,92,11.36,0.0,44,10000,3.74,198,9.34,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",0.51,{'1h': 0.26},2021-12-24,8
2021-12-24 09:00:00,13.07,12.73,1012,88,11.42,0.15,55,10000,4.71,201,10.42,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",0.71,{'1h': 0.65},2021-12-24,9
2021-12-24 10:00:00,14.09,13.75,1012,84,11.68,0.63,64,10000,5.96,205,10.08,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",0.79,{'1h': 0.27},2021-12-24,10
2021-12-24 11:00:00,14.48,14.15,1012,83,11.85,1.13,69,7472,6.75,208,11.47,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",0.91,{'1h': 0.75},2021-12-24,11
2021-12-24 12:00:00,15.08,14.71,1011,79,11.83,1.5,61,10000,7.26,213,11.18,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",0.96,{'1h': 0.65},2021-12-24,12
2021-12-24 13:00:00,15.32,14.94,1010,78,11.67,1.62,10,10000,6.95,216,10.56,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",0.97,{'1h': 0.17},2021-12-24,13
2021-12-24 14:00:00,15.08,14.73,1009,80,12.0,1.29,8,10000,6.91,222,10.5,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",0.89,{'1h': 0.27},2021-12-24,14
2021-12-24 15:00:00,14.88,14.51,1009,80,11.8,0.79,7,10000,6.1,227,9.9,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",0.86,{'1h': 0.23},2021-12-24,15
2021-12-24 16:00:00,14.36,13.99,1009,82,11.64,0.33,30,10000,5.13,233,9.45,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",0.9,{'1h': 0.21},2021-12-24,16
2021-12-24 17:00:00,13.8,13.38,1009,82,10.95,0.0,44,10000,4.49,231,9.66,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",1.0,{'1h': 0.33},2021-12-24,17
2021-12-24 18:00:00,13.52,13.07,1008,82,10.81,0.0,53,10000,4.13,223,8.97,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",0.99,{'1h': 0.15},2021-12-24,18
2021-12-24 19:00:00,13.14,12.7,1008,84,10.75,0.0,100,10000,4.08,216,9.13,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.53,,2021-12-24,19
2021-12-24 20:00:00,13.05,12.63,1008,85,10.9,0.0,100,10000,4.31,210,9.33,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.37,,2021-12-24,20
2021-12-24 21:00:00,13.31,12.94,1008,86,11.22,0.0,100,10000,4.87,214,9.53,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",0.41,{'1h': 0.14},2021-12-24,21
2021-12-24 22:00:00,13.41,13.13,1007,89,11.82,0.0,100,10000,4.61,198,9.33,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.48,,2021-12-24,22
2021-12-24 23:00:00,13.68,13.3,1007,84,11.31,0.0,100,10000,5.98,205,11.38,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",0.64,{'1h': 0.47},2021-12-24,23
2021-12-25 00:00:00,13.2,12.85,1006,87,11.43,0.0,100,10000,6.98,205,12.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",0.85,{'1h': 0.86},2021-12-25,0
2021-12-25 01:00:00,13.04,12.75,1005,90,11.77,0.0,100,10000,6.38,197,12.27,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",1.0,{'1h': 0.96},2021-12-25,1
2021-12-25 02:00:00,13.42,13.12,1004,88,11.77,0.0,100,10000,8.57,194,14.18,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",1.0,{'1h': 0.53},2021-12-25,2
2021-12-25 03:00:00,13.21,12.96,1003,91,12.07,0.0,100,10000,8.6,186,15.76,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",1.0,{'1h': 0.4},2021-12-25,3
2021-12-25 04:00:00,13.3,13.19,1001,96,12.97,0.0,100,1869,9.25,183,15.86,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",1.0,{'1h': 3.99},2021-12-25,4
2021-12-25 05:00:00,13.89,13.87,1001,97,13.7,0.0,100,2060,8.1,190,14.5,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",1.0,{'1h': 2.57},2021-12-25,5
2021-12-25 06:00:00,14.57,14.59,1000,96,14.2,0.0,100,6927,7.73,216,13.79,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",1.0,{'1h': 0.99},2021-12-25,6
2021-12-25 07:00:00,15.3,15.29,1000,92,14.24,0.0,100,10000,8.4,236,14.27,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",0.83,{'1h': 0.35},2021-12-25,7
2021-12-25 08:00:00,14.53,14.28,1001,86,12.44,0.0,79,10000,9.18,259,15.53,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.72,,2021-12-25,8
2021-12-25 09:00:00,14.15,13.79,1002,83,11.5,0.26,74,10000,10.65,280,16.98,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.57,,2021-12-25,9
2021-12-25 10:00:00,14.23,13.93,1003,85,12.04,0.78,80,10000,10.39,273,16.14,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.49,,2021-12-25,10
2021-12-25 11:00:00,14.32,14.03,1004,85,12.17,1.41,84,10000,10.25,282,15.91,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.41,,2021-12-25,11
2021-12-25 12:00:00,14.71,14.4,1005,83,12.16,1.89,84,10000,9.76,287,15.8,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.21,,2021-12-25,12
2021-12-25 13:00:00,15.16,14.82,1006,80,12.09,2.06,79,10000,9.65,288,15.7,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.0,,2021-12-25,13
2021-12-25 14:00:00,15.11,14.77,1006,80,11.88,1.64,79,10000,9.6,294,15.54,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.0,,2021-12-25,14
