dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,pop,rain,date,hour
2022-11-14 15:00:00,17.85,17.94,1019,86,15.48,0.92,75,10000,4.3,239,6.97,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.4,,2022-11-14,15
2022-11-14 16:00:00,17.81,17.84,1019,84,15.07,0.47,80,10000,4.12,240,7.04,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.33,,2022-11-14,16
2022-11-14 17:00:00,17.56,17.56,1019,84,14.83,0.11,85,10000,3.4,237,7.12,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0.25,,2022-11-14,17
2022-11-14 18:00:00,17.12,17.16,1018,87,14.94,0.0,90,10000,3.19,236,7.71,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.2,,2022-11-14,18
2022-11-14 19:00:00,16.89,16.93,1018,88,14.89,0.0,95,10000,3.59,233,8.67,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.26,,2022-11-14,19
2022-11-14 20:00:00,16.89,16.83,1019,84,14.43,0.0,100,10000,5.04,245,9.23,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.14,,2022-11-14,20
2022-11-14 21:00:00,16.63,16.52,1018,83,14.09,0.0,100,10000,4.52,248,8.7,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.18,,2022-11-14,21
2022-11-14 22:00:00,16.28,16.16,1018,84,13.75,0.0,100,10000,3.94,243,8.36,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.08,,2022-11-14,22
2022-11-14 23:00:00,16.23,16.08,1018,83,13.69,0.0,99,10000,4.53,235,9.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.08,,2022-11-14,23
2022-11-15 00:00:00,16.34,16.2,1018,83,13.68,0.0,100,10000,5.08,239,9.52,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.15,,2022-11-15,0
2022-11-15 01:00:00,16.29,16.14,1017,83,13.63,0.0,100,10000,5.13,244,9.92,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.28,,2022-11-15,1
2022-11-15 02:00:00,16.21,16.05,1017,83,13.65,0.0,100,10000,5.07,239,9.96,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.2,,2022-11-15,2
2022-11-15 03:00:00,16.3,16.15,1016,83,13.72,0.0,100,10000,5.2,234,9.98,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.08,,2022-11-15,3
2022-11-15 04:00:00,16.62,16.48,1016,82,13.87,0.0,100,10000,5.82,242,10.3,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.04,,2022-11-15,4
2022-11-15 05:00:00,16.49,16.36,1016,83,13.89,0.0,100,10000,6.0,239,10.71,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2022-11-15,5
2022-11-15 06:00:00,16.43,16.32,1016,84,14.04,0.0,100,10000,6.06,236,11.08,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2022-11-15,6
2022-11-15 07:00:00,16.51,16.44,1016,85,14.3,0.0,99,10000,6.35,233,11.28,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2022-11-15,7
2022-11-15 08:00:00,16.75,16.67,1016,84,14.31,0.0,85,10000,6.82,238,11.51,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0.0,,2022-11-15,8
2022-11-15 09:00:00,17.38,17.31,1016,82,14.51,0.44,90,10000,7.0,233,11.4,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0.0,,2022-11-15,9
2022-11-15 10:00:00,17.96,17.9,1016,80,14.82,0.74,90,10000,7.89,232,12.41,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0.0,,2022-11-15,10
2022-11-15 11:00:00,18.02,18.02,1016,82,15.22,1.3,92,10000,7.91,235,12.82,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",0.28,{'1h': 0.16},2022-11-15,11
2022-11-15 12:00:00,17.72,17.77,1016,85,15.54,1.7,94,10000,7.94,232,13.2,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0.26,,2022-11-15,12
2022-11-15 13:00:00,17.78,17.89,1015,87,15.88,1.03,100,10000,8.59,234,14.03,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",0.64,{'1h': 0.22},2022-11-15,13
2022-11-15 14:00:00,17.77,17.93,1014,89,16.18,0.84,100,10000,8.53,235,13.74,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",0.66,{'1h': 0.31},2022-11-15,14
2022-11-15 15:00:00,17.48,17.74,1013,94,16.72,0.52,100,3729,8.76,242,14.38,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",0.87,{'1h': 1.99},2022-11-15,15
2022-11-15 16:00:00,17.44,17.64,1014,92,16.33,0.21,100,10000,6.76,260,11.53,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",0.96,{'1h': 0.7},2022-11-15,16
2022-11-15 17:00:00,17.22,17.4,1014,92,16.23,0.05,100,10000,4.83,269,9.29,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",1.0,{'1h': 0.46},2022-11-15,17
2022-11-15 18:00:00,16.85,17.02,1014,93,15.97,0.0,100,10000,3.11,279,6.69,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",1.0,{'1h': 0.14},2022-11-15,18
2022-11-15 19:00:00,16.53,16.67,1015,93,15.7,0.0,100,10000,2.35,295,4.93,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.52,,2022-11-15,19
2022-11-15 20:00:00,16.23,16.34,1015,93,15.3,0.0,100,10000,2.3,299,4.76,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.4,,2022-11-15,20
2022-11-15 21:00:00,16.2,16.25,1015,91,14.93,0.0,100,10000,2.88,286,6.55,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.33,,2022-11-15,21
2022-11-15 22:00:00,16.27,16.2,1016,86,14.1,0.0,100,10000,3.42,290,8.22,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.3,,2022-11-15,22
2022-11-15 23:00:00,16.11,15.92,1016,82,13.3,0.0,100,10000,4.27,278,8.93,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.22,,2022-11-15,23
2022-11-16 00:00:00,15.75,15.52,1015,82,13.03,0.0,100,10000,4.22,275,8.97,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.22,,2022-11-16,0
2022-11-16 01:00:00,15.64,15.45,1015,84,13.12,0.0,100,10000,4.15,270,8.79,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.04,,2022-11-16,1
2022-11-16 02:00:00,15.69,15.48,1015,83,13.04,0.0,100,10000,4.26,272,8.78,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.04,,2022-11-16,2
2022-11-16 03:00:00,15.53,15.28,1015,82,12.77,0.0,100,10000,3.82,271,7.92,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.04,,2022-11-16,3
2022-11-16 04:00:00,15.37,15.1,1015,82,12.64,0.0,100,10000,3.07,262,6.83,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.04,,2022-11-16,4
2022-11-16 05:00:00,15.35,15.11,1015,83,12.72,0.0,100,10000,2.98,258,6.79,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2022-11-16,5
2022-11-16 06:00:00,15.46,15.23,1015,83,12.8,0.0,100,10000,3.12,256,7.04,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2022-11-16,6
2022-11-16 07:00:00,15.72,15.49,1015,82,12.9,0.0,100,10000,3.25,257,7.45,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2022-11-16,7
2022-11-16 08:00:00,16.01,15.78,1015,81,13.04,0.0,100,10000,3.39,249,7.42,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0.0,,2022-11-16,8
2022-11-16 09:00:00,16.5,16.32,1016,81,13.48,0.4,100,10000,4.24,247,8.21,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0.0,,2022-11-16,9
2022-11-16 10:00:00,17.07,16.9,1016,79,13.59,0.53,100,10000,4.87,250,8.54,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0.0,,2022-11-16,10
2022-11-16 11:00:00,17.19,17.03,1016,79,13.84,0.95,100,10000,5.23,250,8.93,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0.0,,2022-11-16,11
2022-11-16 12:00:00,17.52,17.36,1016,78,13.98,1.25,100,10000,5.39,246,9.08,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0.0,,2022-11-16,12
2022-11-16 13:00:00,17.21,17.1,1015,81,14.26,1.89,100,10000,5.05,244,9.34,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0.0,,2022-11-16,13
2022-11-16 14:00:00,18.01,17.85,1015,76,14.07,1.54,98,10000,5.88,248,9.04,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",0.0,,2022-11-16,14
