dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,pop,date,hour
2022-04-06 15:00:00,16.97,15.98,1014,48,5.9,0,20,10000,6.65,328,8.2,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",0,2022-04-06,15
2022-04-06 16:00:00,16.74,15.8,1015,51,6.56,0,16,10000,6.86,331,8.35,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",0,2022-04-06,16
2022-04-06 17:00:00,16.18,15.32,1016,56,7.4,0,13,10000,6.61,331,8.1,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",0,2022-04-06,17
2022-04-06 18:00:00,15.14,14.38,1018,64,8.39,0,12,10000,6.27,332,8.2,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",0,2022-04-06,18
2022-04-06 19:00:00,13.43,12.79,1020,75,9.09,0,9,10000,5.26,334,8.36,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-04-06,19
2022-04-06 20:00:00,11.73,11.13,1022,83,9.27,0,5,10000,4.44,334,8.3,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-04-06,20
2022-04-06 21:00:00,11.4,10.79,1023,84,8.95,0,7,10000,3.9,334,8.02,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-04-06,21
2022-04-06 22:00:00,11.25,10.6,1023,83,8.75,0,30,10000,3.6,333,7.73,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",0,2022-04-06,22
2022-04-06 23:00:00,10.8,10.13,1023,84,8.53,0,25,10000,3.14,332,7.32,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",0,2022-04-06,23
2022-04-07 00:00:00,10.45,9.77,1024,85,8.4,0,21,10000,2.61,327,6.81,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",0,2022-04-07,0
2022-04-07 01:00:00,10.26,9.59,1023,86,8.22,0,4,10000,2.33,322,6.01,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-04-07,1
2022-04-07 02:00:00,10.06,9.37,1023,86,8.0,0,5,10000,2.21,319,5.11,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-04-07,2
2022-04-07 03:00:00,9.86,8.78,1023,87,7.98,0,7,10000,2.33,318,5.38,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-04-07,3
2022-04-07 04:00:00,9.71,8.58,1023,87,7.92,0,9,10000,2.35,314,5.17,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-04-07,4
2022-04-07 05:00:00,9.67,8.63,1023,87,7.8,0,10,10000,2.22,310,4.57,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-04-07,5
2022-04-07 06:00:00,9.5,8.54,1023,89,8.0,0,9,10000,2.09,304,3.65,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0,2022-04-07,6
2022-04-07 07:00:00,10.16,9.5,1024,87,8.38,0,2,10000,1.88,310,4.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-04-07,7
2022-04-07 08:00:00,12.27,11.59,1024,78,8.86,0,6,10000,2.37,306,4.78,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,2022-04-07,8
