dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,pop,rain,date,hour
2022-11-23 15:00:00,18.66,18.62,1017,78,14.75,0.34,75,10000,3.91,305,5.58,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.14,,2022-11-23,15
2022-11-23 16:00:00,18.47,18.38,1017,77,14.37,0.13,77,10000,3.68,319,5.18,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.02,,2022-11-23,16
2022-11-23 17:00:00,18.03,17.95,1018,79,14.34,0.0,80,10000,2.46,324,3.91,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.01,,2022-11-23,17
2022-11-23 18:00:00,17.3,17.2,1018,81,14.01,0.0,80,10000,1.71,335,2.96,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.01,,2022-11-23,18
2022-11-23 19:00:00,16.52,16.37,1019,82,13.44,0.0,71,10000,1.33,344,2.09,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.0,,2022-11-23,19
2022-11-23 20:00:00,15.84,15.59,1020,81,12.94,0.0,77,10000,0.83,18,0.96,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.0,,2022-11-23,20
2022-11-23 21:00:00,15.86,15.62,1020,81,12.86,0.0,82,10000,1.23,124,1.56,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.0,,2022-11-23,21
2022-11-23 22:00:00,15.8,15.58,1020,82,12.98,0.0,84,10000,1.23,131,1.75,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.0,,2022-11-23,22
2022-11-23 23:00:00,15.76,15.56,1020,83,13.12,0.0,85,10000,1.21,130,1.6,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2022-11-23,23
2022-11-24 00:00:00,16.0,15.82,1019,83,13.41,0.0,88,10000,1.6,147,3.04,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.0,,2022-11-24,0
2022-11-24 01:00:00,16.09,15.97,1019,85,13.78,0.0,100,10000,1.66,164,4.28,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",0.11,,2022-11-24,1
